          dates,Median: Non-structural shadow-rate VAR (ex Yields),5%: Non-structural shadow-rate VAR (ex Yields),95%: Non-structural shadow-rate VAR (ex Yields),Median: General shadow-rate VAR (ex Yields),5%: General shadow-rate VAR (ex Yields),95%: General shadow-rate VAR (ex Yields),Median: Non-structural shadow-rate VAR (w/restrictions) (w/Yields),5%: Non-structural shadow-rate VAR (w/restrictions) (w/Yields),95%: Non-structural shadow-rate VAR (w/restrictions) (w/Yields)
        2014-04,       -4.8503242599036678e-01,       -1.4042412622450406e+00,       -3.7525237974637138e-02,       -1.0121140974822945e-01,       -4.6396757012366302e-01,        1.8321756127954655e-01,       -1.6346633467583613e+00,       -2.6326571222981143e+00,       -8.7570254471804698e-01
        2014-05,       -4.2324738524624583e-01,       -1.4906234699468848e+00,        6.3066767980250252e-03,       -7.5202212082616557e-02,       -4.2306153232439103e-01,        1.8505125857284008e-01,       -1.5428229834116298e+00,       -2.4970861799994868e+00,       -7.9396960699591834e-01
        2014-06,       -3.1689261974413879e-01,       -1.2294191653865587e+00,        7.9582413016887260e-02,       -1.2484397210739327e-02,       -3.8433756790392681e-01,        2.0193391139101463e-01,       -1.3861937136606803e+00,       -2.2016619746395318e+00,       -6.1638292966616548e-01
        2014-07,       -2.2014901280043375e-01,       -1.1350945302742819e+00,        1.3713800595250347e-01,        1.4810320299346006e-02,       -3.4163292466252493e-01,        2.1082259602537690e-01,       -1.2182556806909666e+00,       -1.9931210184482846e+00,       -5.3236801219712504e-01
        2014-08,       -1.9843802103128688e-01,       -1.0415301442616240e+00,        1.1581537039288435e-01,       -4.3448905130176796e-02,       -3.8066468734100750e-01,        1.8512880480332872e-01,       -1.1960949309667943e+00,       -1.9151294758641040e+00,       -5.2803550047990444e-01
        2014-09,       -1.2932893430715897e-01,       -8.3068381453581630e-01,        1.6598539542655466e-01,        3.5136230068140268e-03,       -3.1740643960691245e-01,        2.0011907606710855e-01,       -1.0510300211247876e+00,       -1.7254488766285263e+00,       -4.2452112559662236e-01
        2014-10,       -7.6532575878527825e-02,       -7.3385250547114489e-01,        1.7892687626432505e-01,        3.1730233935182275e-02,       -2.7537235547119521e-01,        2.1823913360833636e-01,       -9.9137502983629844e-01,       -1.6159548282384368e+00,       -4.2256579412826345e-01
        2014-11,       -8.0011782777415302e-02,       -6.1568004704337231e-01,        1.9321557582358351e-01,        2.8449068457639663e-02,       -2.5614950837459682e-01,        2.1074587197311107e-01,       -9.6659019451100980e-01,       -1.5671195728373890e+00,       -4.2289393932177710e-01
        2014-12,       -8.1321516333099808e-02,       -6.0140048359694909e-01,        1.8089753896091865e-01,        3.3405844703480521e-02,       -2.6898936702855003e-01,        2.1758162897441047e-01,       -8.7815160971440931e-01,       -1.4452650441958412e+00,       -3.5712791397853977e-01
        2015-01,       -6.9969600985392483e-02,       -5.6689502444052442e-01,        1.7379381988274134e-01,        3.5835594364155059e-02,       -2.6982440358760496e-01,        2.0961801880896047e-01,       -8.4615998880831089e-01,       -1.4153039189713210e+00,       -3.2936255236578121e-01
        2015-02,       -7.4291783029708347e-02,       -5.7897030153582429e-01,        1.9128632694163550e-01,        3.9643332939881273e-02,       -2.6790246392145162e-01,        2.2211562520199951e-01,       -7.9908644296262465e-01,       -1.3580999336853250e+00,       -3.0685424962902319e-01
        2015-03,       -8.7679774557593126e-02,       -5.6954561453062169e-01,        1.7497808123013125e-01,        3.5210716762331437e-02,       -2.7527535391349001e-01,        2.1612755670922740e-01,       -6.4813396939652157e-01,       -1.1657058027978504e+00,       -1.7714557801224878e-01
        2015-04,       -1.9708033095284822e-01,       -6.3872614389608218e-01,        8.0657707497584469e-02,       -6.2439052122580080e-02,       -3.7800142961914363e-01,        1.4993391898285058e-01,       -6.9283321883355997e-01,       -1.1550716117934658e+00,       -2.5216177244422644e-01
        2015-05,       -1.4429425966418924e-01,       -5.3282414250250398e-01,        1.3727570429101743e-01,       -1.4863049265701648e-02,       -3.2624361479152197e-01,        1.9905773546489763e-01,       -6.3270335737233763e-01,       -1.0631268351221448e+00,       -2.2839156178570574e-01
        2015-06,       -7.5978725567061089e-02,       -4.6547158610719308e-01,        1.7836483822368129e-01,        3.5007674220018319e-02,       -2.5276639856880734e-01,        2.1392366870873608e-01,       -4.6853494953420749e-01,       -8.5955385813712626e-01,       -9.9884731976667765e-02
        2015-07,       -2.6935581149731144e-02,       -3.9019727114472036e-01,        1.9174446659870709e-01,        3.9892592853480013e-02,       -2.3261322942002857e-01,        2.1522639988971670e-01,       -4.1900638716086336e-01,       -7.8806673938544725e-01,       -6.5096454165789686e-02
        2015-08,       -6.7079260236784233e-03,       -3.5917538237407964e-01,        2.0148286727529641e-01,        4.1666324054093304e-02,       -2.5878842933833596e-01,        2.1695637233755971e-01,       -3.2078335317289997e-01,       -6.6078298817686676e-01,       -3.8544386074510495e-03
        2015-09,       -1.5963736354316527e-02,       -3.6171082016006084e-01,        1.9597355650107584e-01,        1.8340796354632143e-02,       -2.9279751761622885e-01,        2.0428943930746449e-01,       -1.8036330675230045e-01,       -4.7165891952892308e-01,        9.0567853867824427e-02
        2015-10,        4.8907184932540856e-03,       -3.3682672446785200e-01,        2.0414959007516473e-01,        1.8778580509259433e-02,       -2.7595008689752765e-01,        2.0274247711801863e-01,       -1.0689484172962491e-01,       -3.7198049871625616e-01,        1.1533600695340374e-01
        2015-11,        7.9335307884547013e-02,       -2.2066554526435178e-01,        2.3018395179423662e-01,        7.9455306069338510e-02,       -1.8902216046043185e-01,        2.3308040920406994e-01,        6.5887396571057577e-02,       -1.6479119740677889e-01,        2.1454746411146758e-01
        2015-12,        1.1932685307822628e-01,       -1.2883169526329941e-01,        2.3274940483559409e-01,        1.1161637801056729e-01,       -1.0570425620235889e-01,        2.2767843391525422e-01,        1.6471440581272917e-01,        1.3306261680247178e-02,        2.3982648963812991e-01
        2016-01,        3.4000000000000002e-01,        3.4000000000000002e-01,        3.4000000000000002e-01,        3.4000000000000030e-01,        3.3999999999999986e-01,        3.4000000000000030e-01,        3.4000000000000002e-01,        3.4000000000000002e-01,        3.4000000000000002e-01
        2016-02,        3.8000000000000000e-01,        3.8000000000000000e-01,        3.8000000000000000e-01,        3.8000000000000034e-01,        3.8000000000000023e-01,        3.8000000000000078e-01,        3.8000000000000000e-01,        3.8000000000000000e-01,        3.8000000000000000e-01
        2016-03,        3.5999999999999999e-01,        3.5999999999999999e-01,        3.5999999999999999e-01,        3.5999999999999988e-01,        3.5999999999999943e-01,        3.5999999999999988e-01,        3.5999999999999999e-01,        3.5999999999999999e-01,        3.5999999999999999e-01
        2016-04,        3.7000000000000000e-01,        3.7000000000000000e-01,        3.7000000000000000e-01,        3.6999999999999966e-01,        3.6999999999999961e-01,        3.7000000000000011e-01,        3.7000000000000000e-01,        3.7000000000000000e-01,        3.7000000000000000e-01
        2016-05,        3.7000000000000000e-01,        3.7000000000000000e-01,        3.7000000000000000e-01,        3.6999999999999922e-01,        3.6999999999999911e-01,        3.6999999999999922e-01,        3.7000000000000000e-01,        3.7000000000000000e-01,        3.7000000000000000e-01
        2016-06,        3.8000000000000000e-01,        3.8000000000000000e-01,        3.8000000000000000e-01,        3.8000000000000078e-01,        3.8000000000000067e-01,        3.8000000000000078e-01,        3.8000000000000000e-01,        3.8000000000000000e-01,        3.8000000000000000e-01
        2016-07,        3.9000000000000001e-01,        3.9000000000000001e-01,        3.9000000000000001e-01,        3.9000000000000057e-01,        3.9000000000000057e-01,        3.9000000000000062e-01,        3.9000000000000001e-01,        3.9000000000000001e-01,        3.9000000000000001e-01
        2016-08,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000036e-01,        4.0000000000000013e-01,        4.0000000000000041e-01,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000002e-01
        2016-09,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000036e-01,        4.0000000000000024e-01,        4.0000000000000041e-01,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000002e-01
        2016-10,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000002e-01,        3.9999999999999858e-01,        3.9999999999999847e-01,        3.9999999999999858e-01,        4.0000000000000002e-01,        4.0000000000000002e-01,        4.0000000000000002e-01
        2016-11,        4.0999999999999998e-01,        4.0999999999999998e-01,        4.0999999999999998e-01,        4.1000000000000014e-01,        4.1000000000000009e-01,        4.1000000000000014e-01,        4.0999999999999998e-01,        4.0999999999999998e-01,        4.0999999999999998e-01
        2016-12,        5.4000000000000004e-01,        5.4000000000000004e-01,        5.4000000000000004e-01,        5.3999999999999915e-01,        5.3999999999999915e-01,        5.3999999999999915e-01,        5.4000000000000004e-01,        5.4000000000000004e-01,        5.4000000000000004e-01
        2017-01,        6.5000000000000002e-01,        6.5000000000000002e-01,        6.5000000000000002e-01,        6.4999999999999825e-01,        6.4999999999999813e-01,        6.4999999999999858e-01,        6.5000000000000002e-01,        6.5000000000000002e-01,        6.5000000000000002e-01
        2017-02,        6.6000000000000003e-01,        6.6000000000000003e-01,        6.6000000000000003e-01,        6.5999999999999970e-01,        6.5999999999999959e-01,        6.6000000000000014e-01,        6.6000000000000003e-01,        6.6000000000000003e-01,        6.6000000000000003e-01
        2017-03,        7.9000000000000004e-01,        7.9000000000000004e-01,        7.9000000000000004e-01,        7.8999999999999826e-01,        7.8999999999999815e-01,        7.8999999999999870e-01,        7.9000000000000004e-01,        7.9000000000000004e-01,        7.9000000000000004e-01
        2017-04,        9.0000000000000002e-01,        9.0000000000000002e-01,        9.0000000000000002e-01,        8.9999999999999858e-01,        8.9999999999999847e-01,        8.9999999999999858e-01,        9.0000000000000002e-01,        9.0000000000000002e-01,        9.0000000000000002e-01
        2017-05,        9.1000000000000003e-01,        9.1000000000000003e-01,        9.1000000000000003e-01,        9.1000000000000059e-01,        9.1000000000000014e-01,        9.1000000000000059e-01,        9.1000000000000003e-01,        9.1000000000000003e-01,        9.1000000000000003e-01
        2017-06,        1.0400000000000000e+00,        1.0400000000000000e+00,        1.0400000000000000e+00,        1.0399999999999991e+00,        1.0399999999999987e+00,        1.0399999999999991e+00,        1.0400000000000000e+00,        1.0400000000000000e+00,        1.0400000000000000e+00
        2017-07,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999986e+00,        1.1499999999999981e+00,        1.1499999999999988e+00,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999999e+00
        2017-08,        1.1599999999999999e+00,        1.1599999999999999e+00,        1.1599999999999999e+00,        1.1600000000000001e+00,        1.1600000000000001e+00,        1.1600000000000001e+00,        1.1599999999999999e+00,        1.1599999999999999e+00,        1.1599999999999999e+00
        2017-09,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999990e+00,        1.1499999999999986e+00,        1.1499999999999990e+00,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999999e+00
        2017-10,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999986e+00,        1.1499999999999984e+00,        1.1499999999999986e+00,        1.1499999999999999e+00,        1.1499999999999999e+00,        1.1499999999999999e+00
        2017-11,        1.1599999999999999e+00,        1.1599999999999999e+00,        1.1599999999999999e+00,        1.1599999999999997e+00,        1.1599999999999997e+00,        1.1600000000000001e+00,        1.1599999999999999e+00,        1.1599999999999999e+00,        1.1599999999999999e+00
        2017-12,        1.3000000000000000e+00,        1.3000000000000000e+00,        1.3000000000000000e+00,        1.3000000000000005e+00,        1.3000000000000003e+00,        1.3000000000000007e+00,        1.3000000000000000e+00,        1.3000000000000000e+00,        1.3000000000000000e+00
        2018-01,        1.4099999999999999e+00,        1.4099999999999999e+00,        1.4099999999999999e+00,        1.4100000000000006e+00,        1.4100000000000001e+00,        1.4100000000000006e+00,        1.4099999999999999e+00,        1.4099999999999999e+00,        1.4099999999999999e+00
        2018-02,        1.4199999999999999e+00,        1.4199999999999999e+00,        1.4199999999999999e+00,        1.4200000000000013e+00,        1.4200000000000013e+00,        1.4200000000000017e+00,        1.4199999999999999e+00,        1.4199999999999999e+00,        1.4199999999999999e+00
        2018-03,        1.5100000000000000e+00,        1.5100000000000000e+00,        1.5100000000000000e+00,        1.5100000000000011e+00,        1.5100000000000011e+00,        1.5100000000000016e+00,        1.5100000000000000e+00,        1.5100000000000000e+00,        1.5100000000000000e+00
        2018-04,        1.6899999999999999e+00,        1.6899999999999999e+00,        1.6899999999999999e+00,        1.6900000000000031e+00,        1.6900000000000026e+00,        1.6900000000000033e+00,        1.6899999999999999e+00,        1.6899999999999999e+00,        1.6899999999999999e+00
        2018-05,        1.7000000000000000e+00,        1.7000000000000000e+00,        1.7000000000000000e+00,        1.6999999999999988e+00,        1.6999999999999988e+00,        1.6999999999999993e+00,        1.7000000000000000e+00,        1.7000000000000000e+00,        1.7000000000000000e+00
        2018-06,        1.8200000000000001e+00,        1.8200000000000001e+00,        1.8200000000000001e+00,        1.8200000000000003e+00,        1.8199999999999998e+00,        1.8200000000000005e+00,        1.8200000000000001e+00,        1.8200000000000001e+00,        1.8200000000000001e+00
        2018-07,        1.9099999999999999e+00,        1.9099999999999999e+00,        1.9099999999999999e+00,        1.9100000000000046e+00,        1.9100000000000041e+00,        1.9100000000000048e+00,        1.9099999999999999e+00,        1.9099999999999999e+00,        1.9099999999999999e+00
        2018-08,        1.9099999999999999e+00,        1.9099999999999999e+00,        1.9099999999999999e+00,        1.9099999999999966e+00,        1.9099999999999966e+00,        1.9099999999999966e+00,        1.9099999999999999e+00,        1.9099999999999999e+00,        1.9099999999999999e+00
        2018-09,        1.9500000000000000e+00,        1.9500000000000000e+00,        1.9500000000000000e+00,        1.9499999999999940e+00,        1.9499999999999937e+00,        1.9499999999999942e+00,        1.9500000000000000e+00,        1.9500000000000000e+00,        1.9500000000000000e+00
        2018-10,        2.1899999999999999e+00,        2.1899999999999999e+00,        2.1899999999999999e+00,        2.1899999999999986e+00,        2.1899999999999982e+00,        2.1899999999999986e+00,        2.1899999999999999e+00,        2.1899999999999999e+00,        2.1899999999999999e+00
        2018-11,        2.2000000000000002e+00,        2.2000000000000002e+00,        2.2000000000000002e+00,        2.2000000000000028e+00,        2.2000000000000028e+00,        2.2000000000000028e+00,        2.2000000000000002e+00,        2.2000000000000002e+00,        2.2000000000000002e+00
        2018-12,        2.2700000000000000e+00,        2.2700000000000000e+00,        2.2700000000000000e+00,        2.2700000000000022e+00,        2.2700000000000022e+00,        2.2700000000000031e+00,        2.2700000000000000e+00,        2.2700000000000000e+00,        2.2700000000000000e+00
        2019-01,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999977e+00,        2.3999999999999977e+00,        2.3999999999999986e+00,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999999e+00
        2019-02,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999977e+00,        2.3999999999999977e+00,        2.3999999999999981e+00,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999999e+00
        2019-03,        2.4100000000000001e+00,        2.4100000000000001e+00,        2.4100000000000001e+00,        2.4099999999999957e+00,        2.4099999999999957e+00,        2.4099999999999966e+00,        2.4100000000000001e+00,        2.4100000000000001e+00,        2.4100000000000001e+00
        2019-04,        2.4199999999999999e+00,        2.4199999999999999e+00,        2.4199999999999999e+00,        2.4200000000000017e+00,        2.4200000000000013e+00,        2.4200000000000017e+00,        2.4199999999999999e+00,        2.4199999999999999e+00,        2.4199999999999999e+00
        2019-05,        2.3900000000000001e+00,        2.3900000000000001e+00,        2.3900000000000001e+00,        2.3900000000000006e+00,        2.3900000000000001e+00,        2.3900000000000006e+00,        2.3900000000000001e+00,        2.3900000000000001e+00,        2.3900000000000001e+00
        2019-06,        2.3799999999999999e+00,        2.3799999999999999e+00,        2.3799999999999999e+00,        2.3800000000000026e+00,        2.3800000000000026e+00,        2.3800000000000026e+00,        2.3799999999999999e+00,        2.3799999999999999e+00,        2.3799999999999999e+00
        2019-07,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999986e+00,        2.3999999999999986e+00,        2.3999999999999990e+00,        2.3999999999999999e+00,        2.3999999999999999e+00,        2.3999999999999999e+00
        2019-08,        2.1299999999999999e+00,        2.1299999999999999e+00,        2.1299999999999999e+00,        2.1300000000000026e+00,        2.1300000000000026e+00,        2.1300000000000030e+00,        2.1299999999999999e+00,        2.1299999999999999e+00,        2.1299999999999999e+00
        2019-09,        2.0400000000000000e+00,        2.0400000000000000e+00,        2.0400000000000000e+00,        2.0400000000000000e+00,        2.0399999999999991e+00,        2.0400000000000000e+00,        2.0400000000000000e+00,        2.0400000000000000e+00,        2.0400000000000000e+00
        2019-10,        1.8300000000000001e+00,        1.8300000000000001e+00,        1.8300000000000001e+00,        1.8299999999999983e+00,        1.8299999999999983e+00,        1.8299999999999983e+00,        1.8300000000000001e+00,        1.8300000000000001e+00,        1.8300000000000001e+00
        2019-11,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5499999999999972e+00,        1.5499999999999972e+00,        1.5499999999999974e+00,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5500000000000000e+00
        2019-12,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5499999999999972e+00,        1.5499999999999969e+00,        1.5499999999999976e+00,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5500000000000000e+00
        2020-01,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5499999999999972e+00,        1.5499999999999972e+00,        1.5499999999999976e+00,        1.5500000000000000e+00,        1.5500000000000000e+00,        1.5500000000000000e+00
        2020-02,        1.5800000000000001e+00,        1.5800000000000001e+00,        1.5800000000000001e+00,        1.5799999999999981e+00,        1.5799999999999974e+00,        1.5799999999999983e+00,        1.5800000000000001e+00,        1.5800000000000001e+00,        1.5800000000000001e+00
        2020-03,        6.5000000000000002e-01,        6.5000000000000002e-01,        6.5000000000000002e-01,        6.5000000000000568e-01,        6.5000000000000568e-01,        6.5000000000000568e-01,        6.5000000000000002e-01,        6.5000000000000002e-01,        6.5000000000000002e-01
        2020-04,       -7.8507173808779318e-01,       -4.0555483799253231e+00,        1.6792151840020203e-01,       -1.1302242402001692e+00,       -4.3563036645589426e+00,        1.0102089789009573e-01,       -1.9881688042442236e-01,       -1.1848090626315588e+00,        2.0188269974782716e-01
        2020-05,       -2.1237469439653358e+00,       -4.5306147603912450e+00,       -3.2435154723343018e-01,       -1.8053885521354740e+00,       -4.7184151709685604e+00,       -7.8769917734330952e-02,       -1.7215130697181302e+00,       -3.3831897230589947e+00,       -4.0439076792989609e-01
        2020-06,       -2.5588757165489686e+00,       -5.0153026546123556e+00,       -6.8537356341777156e-01,       -1.4505959868737426e+00,       -3.9046862898342090e+00,        7.8334807283768737e-02,       -2.5688714498509935e+00,       -4.2222156219710527e+00,       -9.1955436018501324e-01
        2020-07,       -2.3971974044361204e+00,       -4.8697237727431224e+00,       -4.0836872487387610e-01,       -1.0821864288008303e+00,       -2.9798312145561137e+00,        8.9615583204334270e-02,       -3.1617736321431362e+00,       -5.1284565178135715e+00,       -1.2012618516683431e+00
        2020-08,       -2.1302762641745954e+00,       -4.5868890938419353e+00,       -3.3545157990340113e-01,       -8.3910564928232656e-01,       -2.5103667011943687e+00,        1.0698940342254219e-01,       -3.3378017102197846e+00,       -5.4067814930693441e+00,       -1.6037586982198815e+00
        2020-09,       -2.2800582473164166e+00,       -5.0280518802844716e+00,       -4.6187319673065041e-01,       -7.4268689976491320e-01,       -2.2387121160705661e+00,        1.4181455370272389e-01,       -2.8735476993605316e+00,       -4.8392959335761212e+00,       -1.0597605929167375e+00
        2020-10,       -2.8357436384711763e+00,       -5.0922410259027764e+00,       -8.6888334365864284e-01,       -6.7547113735199149e-01,       -2.2067896579751860e+00,        1.2915561454160024e-01,       -2.6194357810847384e+00,       -4.5758838605872780e+00,       -9.5580318868507885e-01
        2020-11,       -3.3498403869313886e+00,       -5.5733163668122412e+00,       -1.2469126268278794e+00,       -9.4059204407345876e-01,       -2.4783792225384191e+00,        2.1646698048178592e-03,       -2.5337165529868066e+00,       -4.2736618322475550e+00,       -1.0276143366376296e+00
        2020-12,       -3.2135205937089633e+00,       -5.3745366188198407e+00,       -1.2362453174261940e+00,       -8.5603310923652187e-01,       -2.3115834557292465e+00,        1.6953358989461639e-02,       -2.4085678631107408e+00,       -4.0576851226284329e+00,       -9.6483327528867902e-01
        2021-01,       -3.0302433935420781e+00,       -5.3206911567715958e+00,       -1.1714610805178507e+00,       -9.4763011525566587e-01,       -2.2291508761196122e+00,        5.0360584233828422e-02,       -2.4071429432633407e+00,       -3.9942190106697657e+00,       -8.2861207234618905e-01
        2021-02,       -3.0103159942759499e+00,       -5.1074266537522686e+00,       -1.1034547590598862e+00,       -9.2594138699607231e-01,       -2.3852679220295601e+00,        1.5541061472518158e-02,       -2.5082015597228295e+00,       -4.1947347101287704e+00,       -1.0499821894354098e+00
        2021-03,       -2.9762560027962941e+00,       -4.9468517808268544e+00,       -1.3369810964646476e+00,       -9.4783201209483270e-01,       -2.2309074505282531e+00,        4.8455687145799384e-03,       -2.6233557726160370e+00,       -4.0234447474291972e+00,       -1.2469240923421185e+00
        2021-04,       -2.4117117980515999e+00,       -4.1814520553627927e+00,       -7.3012828240265837e-01,       -4.8560115680409610e-01,       -1.8061394036310294e+00,        1.8096654297053061e-01,       -2.4360973035396367e+00,       -3.8925503671656605e+00,       -9.2887366606759814e-01
        2021-05,       -2.1821187855275657e+00,       -3.7592427802934267e+00,       -5.8740668288847431e-01,       -4.4060283256937943e-01,       -1.4364341070237394e+00,        1.4100622676533833e-01,       -2.4915248398593972e+00,       -3.8130031807862319e+00,       -1.1269258616443492e+00
        2021-06,       -2.0079196399992227e+00,       -3.7700038597785568e+00,       -4.8108700320872222e-01,       -3.6724013073139566e-01,       -1.2771806019846612e+00,        1.6127308789916944e-01,       -2.0820713768349588e+00,       -3.3252080824698269e+00,       -8.1789507881924817e-01
        2021-07,       -2.0985160070709274e+00,       -3.7377390769230479e+00,       -7.7459924656517010e-01,       -6.6179954971121946e-01,       -1.5711219038666098e+00,        2.7255543136857741e-02,       -2.0480955766331022e+00,       -3.1002937142934499e+00,       -8.7544848129821928e-01
        2021-08,       -1.8471064366830723e+00,       -3.5305174917996327e+00,       -5.7708901637783017e-01,       -5.8907120448784078e-01,       -1.7135277928514960e+00,        7.5939720548426112e-02,       -1.7940695940167477e+00,       -2.8098418309720437e+00,       -7.8602246700633449e-01
        2021-09,       -1.5280646892413994e+00,       -2.9535411219416865e+00,       -3.8995945806193894e-01,       -4.7442839920868746e-01,       -1.4547056691316733e+00,        1.1478139596874343e-01,       -1.7377470603425891e+00,       -2.5764218921583764e+00,       -8.0909271856070963e-01
        2021-10,       -1.0856725054770431e+00,       -2.2894419765902638e+00,       -6.1177783933993091e-02,       -2.3723081910082866e-01,       -1.0916874268477446e+00,        1.9325085551604976e-01,       -1.4130266316957876e+00,       -2.1592812672062363e+00,       -6.3109355938251910e-01
        2021-11,       -9.4872079567848600e-01,       -2.0315122327620694e+00,       -9.9628842071468021e-02,       -2.7056481288020673e-01,       -1.0676500706269514e+00,        1.7443580787342677e-01,       -1.2209269820252997e+00,       -1.8851000643659477e+00,       -5.3106148372582562e-01
        2021-12,       -6.8607663041245714e-01,       -1.8182504568665379e+00,       -3.3345378650964097e-03,       -1.6454976558429463e-01,       -8.7691267251549521e-01,        1.9521779131613892e-01,       -8.3999261659604796e-01,       -1.4022340853910484e+00,       -2.8778988620463575e-01
        2022-01,       -4.5224235459999906e-01,       -1.4371931737268664e+00,        7.6242633079645170e-02,       -1.8497538598855059e-01,       -8.2775781209535404e-01,        1.9146203687169511e-01,       -6.4752213196686059e-01,       -1.0881484309820058e+00,       -2.2363269015024342e-01
        2022-02,       -1.7247391923183369e-01,       -8.9875577314392430e-01,        1.9592469974556670e-01,       -2.9916407154344880e-02,       -5.1483184929635906e-01,        2.1224560018884747e-01,       -2.2909346064467795e-01,       -5.7963694770395202e-01,        9.1359439648878826e-02
        2022-03,        2.4526923994097109e-02,       -3.7789817571623341e-01,        2.2405741489803149e-01,        6.0779965710936516e-02,       -2.7287095183007504e-01,        2.3575380513853805e-01,        2.6079295249972767e-03,       -2.4258099046913983e-01,        2.0046791309585005e-01
        2022-04,        3.3000000000000002e-01,        3.3000000000000002e-01,        3.3000000000000002e-01,        3.3000000000001251e-01,        3.3000000000001228e-01,        3.3000000000001256e-01,        3.3000000000000002e-01,        3.3000000000000002e-01,        3.3000000000000002e-01
        2022-05,        7.7000000000000002e-01,        7.7000000000000002e-01,        7.7000000000000002e-01,        7.6999999999998359e-01,        7.6999999999998181e-01,        7.6999999999998403e-01,        7.7000000000000002e-01,        7.7000000000000002e-01,        7.7000000000000002e-01
        2022-06,        1.2100000000000000e+00,        1.2100000000000000e+00,        1.2100000000000000e+00,        1.2099999999999795e+00,        1.2099999999999786e+00,        1.2099999999999798e+00,        1.2100000000000000e+00,        1.2100000000000000e+00,        1.2100000000000000e+00
        2022-07,        1.6799999999999999e+00,        1.6799999999999999e+00,        1.6799999999999999e+00,        1.6800000000000068e+00,        1.6800000000000059e+00,        1.6800000000000079e+00,        1.6799999999999999e+00,        1.6799999999999999e+00,        1.6799999999999999e+00
        2022-08,        2.3300000000000001e+00,        2.3300000000000001e+00,        2.3300000000000001e+00,        2.3300000000000125e+00,        2.3300000000000116e+00,        2.3300000000000125e+00,        2.3300000000000001e+00,        2.3300000000000001e+00,        2.3300000000000001e+00

